date,temperature,rainfall,humidity
2025-01-07 22:39:30.994155,19.21,0.3,67.0
2025-01-08 22:39:30.994155,15.4,7.28,74.7
2025-01-09 22:39:30.994155,15.79,0.0,66.3
2025-01-10 22:39:30.994155,14.09,0.0,72.0
2025-01-11 22:39:30.994155,13.33,1.95,73.8
2025-01-12 22:39:30.994155,12.79,0.0,74.5
2025-01-13 22:39:30.994155,22.1,4.94,62.6
2025-01-14 22:39:30.994155,16.11,0.0,57.4
2025-01-15 22:39:30.994155,16.46,0.0,67.5
2025-01-16 22:39:30.994155,14.59,0.0,72.0
2025-01-17 22:39:30.994155,19.83,0.0,56.7
2025-01-18 22:39:30.994155,14.01,0.74,81.5
2025-01-19 22:39:30.994155,17.68,0.0,66.9
2025-01-20 22:39:30.994155,16.14,0.0,77.6
2025-01-21 22:39:30.994155,19.5,1.05,58.5
2025-01-22 22:39:30.994155,17.42,0.59,60.9
2025-01-23 22:39:30.994155,15.91,0.0,70.0
2025-01-24 22:39:30.994155,18.94,0.0,54.0
2025-01-25 22:39:30.994155,20.24,0.0,63.4
2025-01-26 22:39:30.994155,19.49,0.0,63.8
2025-01-27 22:39:30.994155,20.24,0.64,68.2
2025-01-28 22:39:30.994155,18.05,0.24,69.6
2025-01-29 22:39:30.994155,18.88,0.0,61.6
2025-01-30 22:39:30.994155,18.26,0.0,58.5
2025-01-31 22:39:30.994155,19.19,0.0,74.0
2025-02-01 22:39:30.994155,18.2,0.0,60.4
2025-02-02 22:39:30.994155,16.06,0.17,62.1
2025-02-03 22:39:30.994155,20.97,0.0,54.5
2025-02-04 22:39:30.994155,19.66,0.0,69.7
2025-02-05 22:39:30.994155,16.73,0.39,64.3
2025-02-06 22:39:30.994155,22.1,6.74,54.8
2025-02-07 22:39:30.994155,18.82,1.26,65.1
2025-02-08 22:39:30.994155,21.35,0.0,59.2
2025-02-09 22:39:30.994155,23.18,0.0,53.6
2025-02-10 22:39:30.994155,21.81,0.0,64.3
2025-02-11 22:39:30.994155,24.46,1.33,62.2
2025-02-12 22:39:30.994155,18.66,0.0,70.4
2025-02-13 22:39:30.994155,22.88,0.16,62.8
2025-02-14 22:39:30.994155,20.28,2.2,64.5
2025-02-15 22:39:30.994155,19.94,0.0,51.9
2025-02-16 22:39:30.994155,20.79,0.66,71.3
2025-02-17 22:39:30.994155,21.58,2.42,61.9
2025-02-18 22:39:30.994155,22.61,0.0,62.2
2025-02-19 22:39:30.994155,19.67,0.0,69.7
2025-02-20 22:39:30.994155,24.95,2.38,63.7
2025-02-21 22:39:30.994155,23.97,0.0,59.0
2025-02-22 22:39:30.994155,19.07,0.0,66.5
2025-02-23 22:39:30.994155,26.73,0.0,48.8
2025-02-24 22:39:30.994155,27.86,0.0,50.9
2025-02-25 22:39:30.994155,26.16,0.0,48.1
2025-02-26 22:39:30.994155,22.86,0.58,53.9
2025-02-27 22:39:30.994155,20.73,0.86,56.0
2025-02-28 22:39:30.994155,26.13,0.0,52.3
2025-03-01 22:39:30.994155,22.58,0.28,64.9
2025-03-02 22:39:30.994155,26.73,1.86,71.4
2025-03-03 22:39:30.994155,24.28,0.95,57.2
2025-03-04 22:39:30.994155,26.28,0.0,45.0
2025-03-05 22:39:30.994155,24.81,0.0,62.8
2025-03-06 22:39:30.994155,25.76,0.0,52.0
2025-03-07 22:39:30.994155,24.1,0.0,52.4
2025-03-08 22:39:30.994155,28.61,0.78,50.8
2025-03-09 22:39:30.994155,24.53,0.0,48.2
2025-03-10 22:39:30.994155,25.28,0.0,55.9
2025-03-11 22:39:30.994155,29.05,0.0,48.4
2025-03-12 22:39:30.994155,21.03,0.0,61.5
2025-03-13 22:39:30.994155,21.28,0.0,62.8
2025-03-14 22:39:30.994155,26.93,0.0,52.5
2025-03-15 22:39:30.994155,21.63,0.0,60.1
2025-03-16 22:39:30.994155,29.47,1.34,50.0
2025-03-17 22:39:30.994155,23.62,0.0,59.5
2025-03-18 22:39:30.994155,22.83,0.0,52.0
2025-03-19 22:39:30.994155,29.55,0.0,39.6
2025-03-20 22:39:30.994155,28.48,1.14,49.4
2025-03-21 22:39:30.994155,29.48,0.0,39.7
2025-03-22 22:39:30.994155,27.11,0.0,52.3
2025-03-23 22:39:30.994155,22.72,0.7,64.0
2025-03-24 22:39:30.994155,29.67,1.21,51.6
2025-03-25 22:39:30.994155,24.25,0.0,49.8
2025-03-26 22:39:30.994155,26.95,0.0,46.9
2025-03-27 22:39:30.994155,27.33,0.0,53.5
2025-03-28 22:39:30.994155,24.59,0.0,53.2
2025-03-29 22:39:30.994155,26.52,0.0,50.8
2025-03-30 22:39:30.994155,27.3,0.0,55.1
2025-03-31 22:39:30.994155,25.94,0.0,47.6
2025-04-01 22:39:30.994155,22.25,0.27,56.7
2025-04-02 22:39:30.994155,25.74,2.77,49.1
2025-04-03 22:39:30.994155,28.31,5.84,43.7
2025-04-04 22:39:30.994155,23.25,0.0,52.5
2025-04-05 22:39:30.994155,24.61,4.03,59.6
2025-04-06 22:39:30.994155,23.88,0.0,57.0
2025-04-07 22:39:30.994155,29.57,0.0,42.8
2025-04-08 22:39:30.994155,26.61,2.36,51.2
2025-04-09 22:39:30.994155,25.93,0.0,43.7
2025-04-10 22:39:30.994155,22.96,2.75,53.6
2025-04-11 22:39:30.994155,26.21,5.82,66.1
2025-04-12 22:39:30.994155,23.14,0.61,57.2
2025-04-13 22:39:30.994155,24.88,0.0,59.6
2025-04-14 22:39:30.994155,23.17,3.77,57.3
2025-04-15 22:39:30.994155,26.41,0.0,54.9
2025-04-16 22:39:30.994155,26.12,1.38,57.3
2025-04-17 22:39:30.994155,24.11,0.0,49.7
2025-04-18 22:39:30.994155,25.58,2.13,53.9
2025-04-19 22:39:30.994155,21.8,0.0,69.2
2025-04-20 22:39:30.994155,20.76,0.0,56.6
2025-04-21 22:39:30.994155,25.53,0.07,50.8
2025-04-22 22:39:30.994155,24.79,0.19,53.4
2025-04-23 22:39:30.994155,25.89,6.7,55.2
2025-04-24 22:39:30.994155,30.2,0.0,50.3
2025-04-25 22:39:30.994155,26.54,0.0,60.3
2025-04-26 22:39:30.994155,21.82,0.0,62.7
2025-04-27 22:39:30.994155,26.83,0.0,51.9
2025-04-28 22:39:30.994155,20.67,1.7,69.0
2025-04-29 22:39:30.994155,22.73,5.06,62.6
2025-04-30 22:39:30.994155,23.63,3.1,48.1
2025-05-01 22:39:30.994155,28.0,0.0,65.6
2025-05-02 22:39:30.994155,21.77,0.0,70.4
2025-05-03 22:39:30.994155,21.48,0.0,59.2
2025-05-04 22:39:30.994155,23.21,0.0,59.9
2025-05-05 22:39:30.994155,21.7,1.09,67.9
2025-05-06 22:39:30.994155,26.08,0.0,52.3
2025-05-07 22:39:30.994155,20.47,0.0,66.2
2025-05-08 22:39:30.994155,20.2,0.0,68.8
2025-05-09 22:39:30.994155,21.87,1.63,53.6
2025-05-10 22:39:30.994155,21.61,0.23,56.4
2025-05-11 22:39:30.994155,27.57,0.96,56.6
2025-05-12 22:39:30.994155,25.01,1.73,57.7
2025-05-13 22:39:30.994155,22.75,0.0,63.9
2025-05-14 22:39:30.994155,19.35,0.0,62.7
2025-05-15 22:39:30.994155,24.41,0.0,54.1
2025-05-16 22:39:30.994155,19.68,0.0,51.0
2025-05-17 22:39:30.994155,18.19,1.0,58.3
2025-05-18 22:39:30.994155,24.9,0.0,55.4
2025-05-19 22:39:30.994155,22.6,2.91,63.5
2025-05-20 22:39:30.994155,23.98,0.0,59.7
2025-05-21 22:39:30.994155,22.35,3.67,58.2
2025-05-22 22:39:30.994155,23.56,0.0,55.5
2025-05-23 22:39:30.994155,19.66,0.0,64.3
2025-05-24 22:39:30.994155,18.57,4.26,65.1
2025-05-25 22:39:30.994155,22.72,0.0,66.8
2025-05-26 22:39:30.994155,18.87,0.21,65.0
2025-05-27 22:39:30.994155,19.01,0.0,55.1
2025-05-28 22:39:30.994155,19.46,2.61,55.7
2025-05-29 22:39:30.994155,20.5,3.13,70.8
2025-05-30 22:39:30.994155,19.42,0.0,56.3
2025-05-31 22:39:30.994155,16.72,0.0,72.0
2025-06-01 22:39:30.994155,18.4,0.0,63.3
2025-06-02 22:39:30.994155,14.3,3.54,70.0
2025-06-03 22:39:30.994155,21.27,0.96,59.8
2025-06-04 22:39:30.994155,15.55,0.11,76.5
2025-06-05 22:39:30.994155,16.64,1.55,66.4
2025-06-06 22:39:30.994155,19.38,1.31,63.2
2025-06-07 22:39:30.994155,17.24,0.0,57.4
2025-06-08 22:39:30.994155,22.79,0.0,59.5
2025-06-09 22:39:30.994155,15.54,0.0,72.3
2025-06-10 22:39:30.994155,19.28,0.31,65.0
2025-06-11 22:39:30.994155,18.36,2.5,73.3
2025-06-12 22:39:30.994155,15.37,0.0,69.7
2025-06-13 22:39:30.994155,19.44,1.72,65.1
2025-06-14 22:39:30.994155,17.54,2.66,76.1
2025-06-15 22:39:30.994155,19.73,0.0,53.6
2025-06-16 22:39:30.994155,19.7,0.0,60.2
2025-06-17 22:39:30.994155,22.88,2.44,66.7
2025-06-18 22:39:30.994155,20.64,0.0,67.1
2025-06-19 22:39:30.994155,16.21,1.19,72.2
2025-06-20 22:39:30.994155,16.37,0.5,72.9
2025-06-21 22:39:30.994155,19.55,0.0,65.1
2025-06-22 22:39:30.994155,18.27,0.01,74.9
2025-06-23 22:39:30.994155,18.06,0.94,67.7
2025-06-24 22:39:30.994155,12.25,1.33,75.5
2025-06-25 22:39:30.994155,16.06,0.0,69.3
2025-06-26 22:39:30.994155,14.1,0.0,72.5
2025-06-27 22:39:30.994155,16.47,0.0,60.8
2025-06-28 22:39:30.994155,15.36,0.0,74.1
2025-06-29 22:39:30.994155,17.71,0.0,65.1
2025-06-30 22:39:30.994155,16.05,0.0,79.3
2025-07-01 22:39:30.994155,17.05,0.0,66.4
2025-07-02 22:39:30.994155,13.75,0.89,74.4
2025-07-03 22:39:30.994155,12.38,0.96,75.4
2025-07-04 22:39:30.994155,13.54,0.0,68.4
2025-07-05 22:39:30.994155,14.36,0.0,76.9
2025-07-06 22:39:30.994155,15.17,0.0,81.1
2025-07-07 22:39:30.994155,19.7,0.0,62.8
2025-07-08 22:39:30.994155,13.78,2.28,70.0
2025-07-09 22:39:30.994155,11.32,0.0,73.4
2025-07-10 22:39:30.994155,12.68,0.0,62.1
2025-07-11 22:39:30.994155,12.21,0.0,73.1
2025-07-12 22:39:30.994155,14.41,0.0,72.4
2025-07-13 22:39:30.994155,9.18,0.0,85.0
2025-07-14 22:39:30.994155,13.02,1.01,78.7
2025-07-15 22:39:30.994155,13.09,4.35,70.3
2025-07-16 22:39:30.994155,13.11,0.0,71.1
2025-07-17 22:39:30.994155,10.87,0.0,82.9
2025-07-18 22:39:30.994155,11.6,3.73,74.0
2025-07-19 22:39:30.994155,8.47,0.93,76.7
2025-07-20 22:39:30.994155,10.64,3.75,84.9
2025-07-21 22:39:30.994155,10.35,2.62,83.2
2025-07-22 22:39:30.994155,12.58,0.0,73.7
2025-07-23 22:39:30.994155,8.49,0.0,76.2
2025-07-24 22:39:30.994155,13.18,0.0,60.6
2025-07-25 22:39:30.994155,14.8,1.03,73.8
2025-07-26 22:39:30.994155,5.73,0.0,78.5
2025-07-27 22:39:30.994155,11.82,0.0,63.0
2025-07-28 22:39:30.994155,12.29,0.0,83.6
2025-07-29 22:39:30.994155,8.85,0.0,83.1
2025-07-30 22:39:30.994155,9.3,0.0,71.7
2025-07-31 22:39:30.994155,9.81,0.0,70.5
2025-08-01 22:39:30.994155,9.24,0.13,83.8
2025-08-02 22:39:30.994155,9.07,0.0,73.6
2025-08-03 22:39:30.994155,5.5,0.0,92.0
2025-08-04 22:39:30.994155,12.43,0.0,77.5
2025-08-05 22:39:30.994155,12.1,0.15,77.5
2025-08-06 22:39:30.994155,7.23,0.0,84.1
2025-08-07 22:39:30.994155,5.46,0.4,85.4
2025-08-08 22:39:30.994155,10.29,1.38,82.3
2025-08-09 22:39:30.994155,7.41,0.0,78.6
2025-08-10 22:39:30.994155,9.07,0.0,79.4
2025-08-11 22:39:30.994155,7.78,4.54,85.3
2025-08-12 22:39:30.994155,10.18,0.9,80.6
2025-08-13 22:39:30.994155,10.06,0.0,70.2
2025-08-14 22:39:30.994155,6.38,0.0,79.9
2025-08-15 22:39:30.994155,4.61,0.0,87.1
2025-08-16 22:39:30.994155,3.99,0.34,84.0
2025-08-17 22:39:30.994155,9.35,0.0,89.1
2025-08-18 22:39:30.994155,4.73,0.47,83.0
2025-08-19 22:39:30.994155,6.32,0.0,82.0
2025-08-20 22:39:30.994155,5.98,0.0,88.1
2025-08-21 22:39:30.994155,7.23,1.87,83.6
2025-08-22 22:39:30.994155,2.41,0.0,88.0
2025-08-23 22:39:30.994155,7.62,0.87,76.5
2025-08-24 22:39:30.994155,8.35,0.79,81.8
2025-08-25 22:39:30.994155,7.16,0.0,88.0
2025-08-26 22:39:30.994155,6.06,0.0,86.3
2025-08-27 22:39:30.994155,6.98,0.0,77.3
2025-08-28 22:39:30.994155,7.64,2.37,91.4
2025-08-29 22:39:30.994155,-0.38,0.0,84.4
2025-08-30 22:39:30.994155,11.35,0.0,66.0
2025-08-31 22:39:30.994155,7.34,0.71,87.2
2025-09-01 22:39:30.994155,4.65,0.0,86.9
2025-09-02 22:39:30.994155,5.22,0.4,81.3
2025-09-03 22:39:30.994155,7.35,0.0,74.9
2025-09-04 22:39:30.994155,5.75,0.0,97.8
2025-09-05 22:39:30.994155,0.89,2.4,91.8
2025-09-06 22:39:30.994155,11.06,0.0,79.1
2025-09-07 22:39:30.994155,5.55,3.49,86.1
2025-09-08 22:39:30.994155,8.31,0.0,82.6
2025-09-09 22:39:30.994155,3.96,1.17,89.8
2025-09-10 22:39:30.994155,9.47,0.0,82.7
2025-09-11 22:39:30.994155,6.29,0.0,80.8
2025-09-12 22:39:30.994155,7.04,0.28,80.2
2025-09-13 22:39:30.994155,2.85,0.0,77.8
2025-09-14 22:39:30.994155,8.44,0.0,75.1
2025-09-15 22:39:30.994155,7.09,7.99,83.5
2025-09-16 22:39:30.994155,8.58,0.0,85.9
2025-09-17 22:39:30.994155,3.71,0.0,90.5
2025-09-18 22:39:30.994155,4.04,0.0,84.4
2025-09-19 22:39:30.994155,10.96,0.0,68.4
2025-09-20 22:39:30.994155,2.52,0.0,72.0
2025-09-21 22:39:30.994155,4.8,0.0,92.2
2025-09-22 22:39:30.994155,7.96,3.31,77.0
2025-09-23 22:39:30.994155,5.33,0.0,81.8
2025-09-24 22:39:30.994155,6.52,0.36,83.5
2025-09-25 22:39:30.994155,4.05,8.55,78.0
2025-09-26 22:39:30.994155,5.96,0.0,81.4
2025-09-27 22:39:30.994155,1.75,0.0,100.0
2025-09-28 22:39:30.994155,9.16,5.16,81.8
2025-09-29 22:39:30.994155,4.71,0.4,87.6
2025-09-30 22:39:30.994155,3.3,4.72,78.0
2025-10-01 22:39:30.994155,6.67,0.0,95.9
2025-10-02 22:39:30.994155,3.85,0.0,78.2
2025-10-03 22:39:30.994155,1.67,0.0,100.0
2025-10-04 22:39:30.994155,1.65,0.0,77.3
2025-10-05 22:39:30.994155,6.76,0.0,90.8
2025-10-06 22:39:30.994155,4.64,0.0,95.2
2025-10-07 22:39:30.994155,4.72,0.0,80.4
2025-10-08 22:39:30.994155,7.77,0.0,83.4
2025-10-09 22:39:30.994155,2.28,1.6,92.3
2025-10-10 22:39:30.994155,3.3,0.0,82.6
2025-10-11 22:39:30.994155,4.19,0.0,77.5
2025-10-12 22:39:30.994155,5.42,1.14,76.4
2025-10-13 22:39:30.994155,5.12,0.0,88.0
2025-10-14 22:39:30.994155,4.54,0.16,85.2
2025-10-15 22:39:30.994155,5.15,1.59,81.4
2025-10-16 22:39:30.994155,5.07,0.0,90.7
2025-10-17 22:39:30.994155,3.59,0.0,90.1
2025-10-18 22:39:30.994155,3.41,7.77,82.8
2025-10-19 22:39:30.994155,6.18,0.0,76.0
2025-10-20 22:39:30.994155,3.32,0.9,90.6
2025-10-21 22:39:30.994155,2.71,0.54,85.2
2025-10-22 22:39:30.994155,4.88,0.0,85.7
2025-10-23 22:39:30.994155,5.33,0.81,93.9
2025-10-24 22:39:30.994155,11.43,3.93,78.3
2025-10-25 22:39:30.994155,4.1,1.78,81.2
2025-10-26 22:39:30.994155,8.29,0.0,81.0
2025-10-27 22:39:30.994155,7.87,0.0,75.0
2025-10-28 22:39:30.994155,3.11,0.56,97.5
2025-10-29 22:39:30.994155,8.09,0.0,77.0
2025-10-30 22:39:30.994155,3.28,0.0,88.8
2025-10-31 22:39:30.994155,-0.32,2.9,94.8
2025-11-01 22:39:30.994155,7.93,0.48,81.5
2025-11-02 22:39:30.994155,2.11,0.0,77.6
2025-11-03 22:39:30.994155,7.72,0.0,72.2
2025-11-04 22:39:30.994155,4.98,0.0,82.3
2025-11-05 22:39:30.994155,10.93,1.68,78.0
2025-11-06 22:39:30.994155,9.56,0.34,77.3
2025-11-07 22:39:30.994155,5.85,0.0,78.0
2025-11-08 22:39:30.994155,5.37,1.33,76.3
2025-11-09 22:39:30.994155,4.16,7.63,83.8
2025-11-10 22:39:30.994155,6.2,4.31,80.4
2025-11-11 22:39:30.994155,6.72,0.0,85.5
2025-11-12 22:39:30.994155,6.62,0.0,80.6
2025-11-13 22:39:30.994155,8.04,0.0,84.0
2025-11-14 22:39:30.994155,9.21,0.0,75.1
2025-11-15 22:39:30.994155,8.76,0.54,77.8
2025-11-16 22:39:30.994155,6.1,0.0,81.2
2025-11-17 22:39:30.994155,4.53,0.0,81.0
2025-11-18 22:39:30.994155,11.67,1.66,78.7
2025-11-19 22:39:30.994155,6.66,0.07,77.6
2025-11-20 22:39:30.994155,6.88,6.29,79.0
2025-11-21 22:39:30.994155,7.34,1.48,81.0
2025-11-22 22:39:30.994155,4.17,0.0,78.4
2025-11-23 22:39:30.994155,7.72,0.2,78.9
2025-11-24 22:39:30.994155,7.85,0.0,76.4
2025-11-25 22:39:30.994155,10.74,0.72,74.0
2025-11-26 22:39:30.994155,11.08,0.0,75.5
2025-11-27 22:39:30.994155,9.49,0.0,73.4
2025-11-28 22:39:30.994155,11.95,5.1,73.2
2025-11-29 22:39:30.994155,10.62,2.41,84.4
2025-11-30 22:39:30.994155,9.87,2.89,77.5
